file,line,method,path,operation_id,owner,baseline_sha
services/dsh/contracts/dsh.captain-financial-eligibility.openapi.yaml,63,POST,/dsh/operator/dispatch/captains/{captainId}/financial-eligibility/refresh,refreshOperatorCaptainFinancialEligibility,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.captain-financial-eligibility.openapi.yaml,79,GET,/dsh/captain/dispatch/financial-eligibility,getOwnCaptainFinancialEligibility,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.captain-financial-eligibility.openapi.yaml,94,POST,/dsh/captain/dispatch/financial-eligibility/refresh,refreshOwnCaptainFinancialEligibility,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,20,GET,/dsh/operator/catalog/attributes,listOperatorCatalogAttributes,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,26,POST,/dsh/operator/catalog/attributes,createOperatorCatalogAttribute,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,37,GET,/dsh/operator/catalog/attributes/{attributeId}/options,listOperatorCatalogAttributeOptions,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,43,POST,/dsh/operator/catalog/attributes/{attributeId}/options,createOperatorCatalogAttributeOption,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,55,PUT,/dsh/operator/catalog/nodes/{nodeId}/attributes/{attributeId},upsertOperatorCatalogNodeAttributeRule,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,66,GET,/dsh/operator/catalog/master-products/{productId}/attribute-values,listOperatorMasterProductAttributeValues,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,77,PUT,/dsh/operator/catalog/master-products/{productId}/attribute-values/{attributeId},upsertOperatorMasterProductAttributeValue,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,88,GET,/dsh/operator/catalog/master-products/{productId}/relationships,listOperatorMasterProductRelationships,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,94,PUT,/dsh/operator/catalog/master-products/{productId}/relationships,upsertOperatorMasterProductRelationship,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,110,DELETE,/dsh/operator/catalog/master-products/{productId}/relationships/{relationshipId},deleteOperatorMasterProductRelationship,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,120,GET,/dsh/operator/stores/{storeId}/assortment-pauses,listOperatorAssortmentPauses,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,131,POST,/dsh/operator/stores/{storeId}/assortment/{masterProductId}/pause,pauseOperatorStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,143,POST,/dsh/operator/stores/{storeId}/assortment/{masterProductId}/resume,resumeOperatorStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,152,GET,/dsh/operator/catalog/audit,listOperatorCatalogAudit,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,168,POST,/dsh/operator/catalog/audit/{auditId}/rollback,rollbackOperatorCatalogAudit,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,178,GET,/dsh/partner/catalog/attributes,listPartnerCatalogAttributes,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,188,GET,/dsh/partner/catalog/attributes/{attributeId}/options,listPartnerCatalogAttributeOptions,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,198,GET,/dsh/partner/catalog/master-products/{productId}/attribute-values,listPartnerMasterProductAttributeValues,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,208,GET,/dsh/partner/catalog/master-products/{productId}/relationships,listPartnerMasterProductRelationships,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,218,GET,/dsh/partner/stores/{storeId}/assortment-pauses,listPartnerAssortmentPauses,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,229,POST,/dsh/partner/stores/{storeId}/assortment/{masterProductId}/pause,pausePartnerStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,241,POST,/dsh/partner/stores/{storeId}/assortment/{masterProductId}/resume,resumePartnerStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,250,GET,/dsh/field/catalog/attributes,listFieldCatalogAttributes,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,260,GET,/dsh/field/catalog/attributes/{attributeId}/options,listFieldCatalogAttributeOptions,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,270,GET,/dsh/field/catalog/master-products/{productId}/attribute-values,listFieldMasterProductAttributeValues,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,280,GET,/dsh/field/catalog/master-products/{productId}/relationships,listFieldMasterProductRelationships,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,290,GET,/dsh/field/partners/{partnerId}/assortment-pauses,listFieldAssortmentPauses,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,301,POST,/dsh/field/partners/{partnerId}/assortment/{masterProductId}/pause,pauseFieldStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog-governance.openapi.yaml,313,POST,/dsh/field/partners/{partnerId}/assortment/{masterProductId}/resume,resumeFieldStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,19,GET,/dsh/operator/catalog/domains,listCatalogDomains,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,27,POST,/dsh/operator/catalog/domains,createCatalogDomain,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,42,PATCH,/dsh/operator/catalog/domains/{domainId},updateCatalogDomain,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,59,GET,/dsh/operator/catalog/nodes,listCatalogNodes,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,69,POST,/dsh/operator/catalog/nodes,createCatalogNode,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,84,PATCH,/dsh/operator/catalog/nodes/{nodeId},updateCatalogNode,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,101,GET,/dsh/operator/catalog/master-products,listMasterProductsOperator,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,115,POST,/dsh/operator/catalog/master-products,createMasterProduct,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,130,GET,/dsh/operator/catalog/master-products/{productId},getMasterProductOperator,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,141,PATCH,/dsh/operator/catalog/master-products/{productId},updateMasterProduct,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,158,GET,/dsh/operator/catalog/product-proposals,listProductProposals,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,172,POST,/dsh/operator/catalog/product-proposals/{proposalId}/decision,decideProductProposal,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,190,POST,/dsh/operator/catalog/product-proposals/{proposalId}/transition,transitionProductProposal,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,208,GET,/dsh/operator/catalog/platform-policies,listCatalogPlatformPolicies,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,217,PUT,/dsh/operator/catalog/platform-policies/{policyId},updateCatalogPlatformPolicy,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,232,PATCH,/dsh/operator/catalog/platform-policies/{policyId},patchCatalogPlatformPolicy,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,249,GET,/dsh/operator/stores/{storeId}/assortment,getOperatorStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,260,PUT,/dsh/operator/stores/{storeId}/assortment/{masterProductId},upsertOperatorStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,279,GET,/dsh/partner/catalog/taxonomy,getPartnerCatalogTaxonomy,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,288,GET,/dsh/partner/catalog/master-products,listPartnerMasterProducts,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,297,GET,/dsh/partner/catalog/product-proposals,listPartnerProductProposals,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,309,POST,/dsh/partner/catalog/product-proposals,createPartnerProductProposal,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,323,PATCH,/dsh/partner/catalog/product-proposals/{proposalId},patchPartnerProductProposal,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,338,PUT,/dsh/partner/catalog/product-proposals/{proposalId},patchPartnerProductProposalCompat,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,357,GET,/dsh/partner/stores/{storeId}/assortment,getPartnerStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,368,PUT,/dsh/partner/stores/{storeId}/assortment/{masterProductId},upsertPartnerStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,387,GET,/dsh/field/catalog/taxonomy,getFieldCatalogTaxonomy,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,396,GET,/dsh/field/catalog/master-products,listFieldMasterProducts,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,405,GET,/dsh/field/partners/{partnerId}/catalog/product-proposals,listFieldProductProposals,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,418,POST,/dsh/field/partners/{partnerId}/catalog/product-proposals,createFieldProductProposal,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,433,PATCH,/dsh/field/partners/{partnerId}/catalog/product-proposals/{proposalId},patchFieldProductProposal,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,450,PUT,/dsh/field/partners/{partnerId}/catalog/product-proposals/{proposalId},patchFieldProductProposalCompat,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,471,GET,/dsh/field/partners/{partnerId}/assortment,fieldGetStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,482,PUT,/dsh/field/partners/{partnerId}/stores/{storeId}/assortment/{masterProductId},fieldUpsertStoreAssortment,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,502,GET,/dsh/operator/catalog/assets,listCatalogAssets,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,515,PATCH,/dsh/operator/catalog/assets/{assetId},updateCatalogAsset,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,530,DELETE,/dsh/operator/catalog/assets/{assetId},deleteCatalogAsset,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,543,POST,/dsh/operator/catalog/assets/{assetId}/review,reviewCatalogAsset,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,571,GET,/dsh/catalog/domains,listCatalogDomainsLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,580,POST,/dsh/catalog/domains,createCatalogDomainLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,595,PATCH,/dsh/catalog/domains/{domainId},updateCatalogDomainLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,612,GET,/dsh/catalog/nodes,listCatalogNodesLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,623,POST,/dsh/catalog/nodes,createCatalogNodeLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,638,PATCH,/dsh/catalog/nodes/{nodeId},updateCatalogNodeLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,655,GET,/dsh/catalog/master-products,listMasterProductsOperatorLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,670,POST,/dsh/catalog/master-products,createMasterProductLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,685,PATCH,/dsh/catalog/master-products/{productId},updateMasterProductLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,702,GET,/dsh/catalog/proposals,listProductProposalsLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,716,POST,/dsh/catalog/proposals/{proposalId}/decision,decideProductProposalLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,733,POST,/dsh/catalog/proposals/{proposalId}/transitions,transitionProductProposalLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,751,GET,/dsh/catalog/policies,listCatalogPlatformPoliciesLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,760,PATCH,/dsh/catalog/policies/{policyId},patchCatalogPlatformPolicyLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,777,GET,/dsh/catalog/stores/{storeId}/assortment,getOperatorStoreAssortmentLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.catalog.openapi.yaml,788,PUT,/dsh/catalog/stores/{storeId}/assortment/{masterProductId},upsertOperatorStoreAssortmentLegacyPrefix,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.checkout.openapi.yaml,16,POST,/dsh/client/checkout-intents,createDshCheckoutIntent,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.checkout.openapi.yaml,37,GET,/dsh/client/checkout-intents/{intentId},getDshCheckoutIntent,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.checkout.openapi.yaml,46,POST,/dsh/client/checkout-intents/{intentId}/cancel,cancelDshCheckoutIntent,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.checkout.openapi.yaml,55,GET,/dsh/operator/checkout-intents,listOperatorCheckoutIntents,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.checkout.openapi.yaml,72,POST,/dsh/operator/checkout-intents/{intentId}/reconcile,reconcileDshCheckoutIntent,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.checkout.openapi.yaml,85,POST,/dsh/internal/wlt/payment-session-events,reportWltPaymentSessionEvent,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address-privacy.openapi.yaml,18,GET,/dsh/operator/privacy/client-addresses/policy,getDshClientAddressPrivacyPolicy,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address-privacy.openapi.yaml,34,PUT,/dsh/operator/privacy/client-addresses/policy,updateDshClientAddressPrivacyPolicy,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address-privacy.openapi.yaml,63,GET,/dsh/operator/privacy/client-addresses/status,getDshClientAddressPrivacyQueueStatus,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address-privacy.openapi.yaml,81,GET,/dsh/operator/privacy/client-addresses/events,listDshClientAddressPrivacyAuditEvents,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address-privacy.openapi.yaml,108,POST,/dsh/operator/privacy/client-addresses/anonymize,anonymizeDshExpiredClientAddresses,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address.openapi.yaml,14,GET,/dsh/client/addresses,listDshClientAddresses,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address.openapi.yaml,32,POST,/dsh/client/addresses,createDshClientAddress,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address.openapi.yaml,63,PATCH,/dsh/client/addresses/{addressId},updateDshClientAddress,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address.openapi.yaml,91,DELETE,/dsh/client/addresses/{addressId},deleteDshClientAddress,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-address.openapi.yaml,110,POST,/dsh/client/addresses/{addressId}/default,setDshClientDefaultAddress,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-map.openapi.yaml,14,POST,/dsh/client/maps/search,searchDshClientMapLocations,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-map.openapi.yaml,44,POST,/dsh/client/maps/reverse,reverseDshClientMapLocation,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-map.openapi.yaml,72,GET,/dsh/operator/platform/map-provider-health,getDshOperatorMapProviderHealth,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-map.openapi.yaml,94,GET,/dsh/operator/platform/service-areas,listDshOperatorServiceAreas,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-map.openapi.yaml,122,GET,/dsh/operator/platform/service-areas/{serviceAreaCode},getDshOperatorServiceArea,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.client-map.openapi.yaml,141,PUT,/dsh/operator/platform/service-areas/{serviceAreaCode},upsertDshOperatorServiceArea,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.cod-custody.openapi.yaml,17,GET,/dsh/control-panel/finance/cod-reconciliation-cases,listDshControlPanelCodReconciliationCases,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.cod-custody.openapi.yaml,36,POST,/dsh/control-panel/finance/cod-reconciliation-cases/{caseId}/assign,assignDshControlPanelCodReconciliationCase,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.cod-custody.openapi.yaml,61,POST,/dsh/control-panel/finance/cod-reconciliation-cases/{caseId}/resolve,resolveDshControlPanelCodReconciliationCase,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.cod-custody.openapi.yaml,84,GET,/dsh/partner/me/finance/cod-records,listDshPartnerCodRecords,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.cod-custody.openapi.yaml,97,POST,/dsh/partner/me/finance/cod-records/{recordId}/remit,remitDshPartnerCodRecord,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.cod-custody.openapi.yaml,127,GET,/dsh/captain/finance/cod-records,listDshCaptainCodRecords,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.cod-custody.openapi.yaml,141,POST,/dsh/captain/finance/cod-records/{recordId}/collect,collectDshCaptainCodRecord,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.cod-custody.openapi.yaml,167,POST,/dsh/captain/finance/cod-records/{recordId}/remit,remitDshCaptainCodRecord,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-exceptions.openapi.yaml,25,POST,/dsh/captain/dispatch/assignments/{assignmentId}/exceptions,reportDshCaptainDeliveryException,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-exceptions.openapi.yaml,47,GET,/dsh/captain/dispatch/assignments/{assignmentId}/exceptions,getDshCaptainDeliveryException,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-exceptions.openapi.yaml,63,GET,/dsh/operator/delivery-exceptions,listDshOperatorDeliveryExceptions,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-exceptions.openapi.yaml,97,POST,/dsh/operator/delivery-exceptions/{exceptionId}/acknowledge,acknowledgeDshOperatorDeliveryException,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-exceptions.openapi.yaml,122,POST,/dsh/operator/delivery-exceptions/{exceptionId}/resolve,resolveDshOperatorDeliveryException,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-exceptions.openapi.yaml,152,POST,/dsh/captain/dispatch/assignments/{assignmentId}/return-to-store/arrive,arriveDshCaptainReturnToStore,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-exceptions.openapi.yaml,171,GET,/dsh/partner/orders/{orderId}/return-to-store,getDshPartnerReturnToStore,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-exceptions.openapi.yaml,189,POST,/dsh/partner/orders/{orderId}/return-to-store/accept,acceptDshPartnerReturnToStore,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-proof-completion.openapi.yaml,17,POST,/dsh/client/orders/{orderId}/delivery-pin,issueClientDeliveryPin,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-proof-completion.openapi.yaml,38,GET,/dsh/client/orders/{orderId}/delivery-proof,getClientAcceptedDeliveryProof,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-proof-completion.openapi.yaml,60,GET,/dsh/captain/dispatch/assignments/{assignmentId}/delivery-proof,getCaptainDeliveryProof,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-proof-completion.openapi.yaml,79,POST,/dsh/captain/dispatch/assignments/{assignmentId}/delivery-proof,submitCaptainDeliveryProof,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-proof-completion.openapi.yaml,126,GET,/dsh/operator/delivery-proofs,listOperatorDeliveryProofs,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/contracts/dsh.delivery-proof-completion.openapi.yaml,152,GET,/dsh/operator/delivery-proofs/{proofId},getOperatorDeliveryProof,dsh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
