surface,path,line,control_kind,snippet,binding_state
app-captain,services/dsh/frontend/app-captain/orders/SimpleSupportScreen.tsx,125,Button,<Button label={primaryLabel} onPress={onPrimaryAction} />,REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/orders/SimpleSupportScreen.tsx,125,onPress,<Button label={primaryLabel} onPress={onPrimaryAction} />,REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/orders/SimpleSupportScreen.tsx,126,Button,"{secondaryLabel ? <Button label={secondaryLabel} tone=""secondary"" onPress={onSecondaryAction ?? onBack} /> : null}",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/orders/SimpleSupportScreen.tsx,126,onPress,"{secondaryLabel ? <Button label={secondaryLabel} tone=""secondary"" onPress={onSecondaryAction ?? onBack} /> : null}",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/orders/SimpleSupportScreen.tsx,127,Button,"{onRetry ? <Button label=""إعادة المحاولة"" tone=""ghost"" onPress={onRetry} /> : null}",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/orders/SimpleSupportScreen.tsx,127,onPress,"{onRetry ? <Button label=""إعادة المحاولة"" tone=""ghost"" onPress={onRetry} /> : null}",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/CaptainStorePickupContextScreen.tsx,42,onSubmit,"onSubmit={(username, password) => void identity.login(username, password)}",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/CaptainStorePickupContextScreen.tsx,88,Button,<Button,REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/CaptainStorePickupContextScreen.tsx,92,onPress,onPress={() => void controller.submit({,REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/CaptainStorePickupContextScreen.tsx,102,Button,<Button,REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/CaptainStorePickupContextScreen.tsx,106,onPress,onPress={() => void controller.submit({,REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,86,Button,"<Button label=""استلام من الفرع"" tone=""success"" onPress={onMarkPickedUp} />",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,86,onPress,"<Button label=""استلام من الفرع"" tone=""success"" onPress={onMarkPickedUp} />",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,87,Button,"<Button label=""فتح الدعم"" tone=""secondary"" onPress={onOpenSupport} />",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,87,onPress,"<Button label=""فتح الدعم"" tone=""secondary"" onPress={onOpenSupport} />",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,92,Button,"<Button label=""بدأ التوصيل"" tone=""primary"" onPress={onMarkOutForDelivery} />",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,92,onPress,"<Button label=""بدأ التوصيل"" tone=""primary"" onPress={onMarkOutForDelivery} />",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,93,Button,"<Button label=""الرجوع إلى الاستلام"" tone=""secondary"" onPress={onRetryDelivery} />",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,93,onPress,"<Button label=""الرجوع إلى الاستلام"" tone=""secondary"" onPress={onRetryDelivery} />",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,98,Button,"<Box style={{ flex: 1 }}><Button label=""تم التوصيل"" tone=""ghost"" onPress={onOpenProof} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,98,onPress,"<Box style={{ flex: 1 }}><Button label=""تم التوصيل"" tone=""ghost"" onPress={onOpenProof} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,99,Button,"<Box style={{ flex: 1 }}><Button label=""تعذر التوصيل"" tone=""danger"" onPress={onMarkDeliveryFailed} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,99,onPress,"<Box style={{ flex: 1 }}><Button label=""تعذر التوصيل"" tone=""danger"" onPress={onMarkDeliveryFailed} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,104,Button,"<Box style={{ flex: 1 }}><Button label=""إعادة المحاولة"" tone=""secondary"" onPress={onRetryDelivery} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,104,onPress,"<Box style={{ flex: 1 }}><Button label=""إعادة المحاولة"" tone=""secondary"" onPress={onRetryDelivery} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,105,Button,"<Box style={{ flex: 1 }}><Button label=""الدعم"" tone=""danger"" onPress={onOpenSupport} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,105,onPress,"<Box style={{ flex: 1 }}><Button label=""الدعم"" tone=""danger"" onPress={onOpenSupport} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,110,Button,"<Box style={{ flex: 1 }}><Button label=""عرض إثبات التسليم"" tone=""secondary"" onPress={onOpenProof} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,110,onPress,"<Box style={{ flex: 1 }}><Button label=""عرض إثبات التسليم"" tone=""secondary"" onPress={onOpenProof} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,111,Button,"<Box style={{ flex: 1 }}><Button label=""فتح السجل"" tone=""ghost"" onPress={onOpenOrders} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
app-captain,services/dsh/frontend/app-captain/store/DshCaptainStoreCourierHomeContent.tsx,111,onPress,"<Box style={{ flex: 1 }}><Button label=""فتح السجل"" tone=""ghost"" onPress={onOpenOrders} /></Box>",REQUIRES_ACTION_PERMISSION_API_AND_STATE_PROOF
