manifest,service,ordinal,file,declared_state,exists,expected_sha256,actual_sha256,verification_state,baseline_sha
services/dsh/database/migrations/manifest.json,dsh,176,dsh-951_catalog_approval_operator_context_scope.sql,HISTORICAL_IMMUTABLE,true,d680047173d51dfa8c1d8f362aee5625c452607d378fb21f2ab88890c46b3391,d680047173d51dfa8c1d8f362aee5625c452607d378fb21f2ab88890c46b3391,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,177,dsh-952_partner_soft_archive.sql,HISTORICAL_IMMUTABLE,true,06dab655a1c877a1d4a6f272b506d467985ef127680c1dadf7ce424a6968d701,06dab655a1c877a1d4a6f272b506d467985ef127680c1dadf7ce424a6968d701,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,178,dsh-953_partner_offers_store_id_text.sql,HISTORICAL_IMMUTABLE,true,6d8a98a8f6bd61aa62acb8dcb4bc70c0e6f29d00b3463b923bca456d32ea5666,6d8a98a8f6bd61aa62acb8dcb4bc70c0e6f29d00b3463b923bca456d32ea5666,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,179,dsh-954_trusted_operator_context_session_context.sql,HISTORICAL_IMMUTABLE,true,50a55c2dee580aba6b759bed4a0f12d2929f9480e8cc69e6d9385007ce1e24d3,50a55c2dee580aba6b759bed4a0f12d2929f9480e8cc69e6d9385007ce1e24d3,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,180,dsh-955_pickup_window_extension_policy.sql,HISTORICAL_IMMUTABLE,true,06cb0f9c7ecddaf29898df2d3f5fe3305849fca79cfc785fde2bd19a0615b13f,06cb0f9c7ecddaf29898df2d3f5fe3305849fca79cfc785fde2bd19a0615b13f,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,181,dsh-956_operational_incident.sql,HISTORICAL_IMMUTABLE,true,0bdf5fdad82a515aeaf18790b4444cd8ff19c755909b255fce4b0239c01e87ac,0bdf5fdad82a515aeaf18790b4444cd8ff19c755909b255fce4b0239c01e87ac,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,182,dsh-957_delivery_pickup_sla_alerts.sql,HISTORICAL_IMMUTABLE,true,adae6d58d26cb8029530e6cba88e5728e11b44f528472962693ed92534dd86d9,adae6d58d26cb8029530e6cba88e5728e11b44f528472962693ed92534dd86d9,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,183,dsh-958_partner_workspace_store_ownership.sql,HISTORICAL_IMMUTABLE,true,e0c573d9b58ba95b44e5c3889b3904fc28700f532ec5e9c9c1edf5ae46eb6fe5,e0c573d9b58ba95b44e5c3889b3904fc28700f532ec5e9c9c1edf5ae46eb6fe5,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,184,dsh-959_governed_partner_store_transfer.sql,HISTORICAL_IMMUTABLE,true,1254454c6a6a8d128cc12405e80e158d834d6613fd18bea97d1c49908a1e3ebc,1254454c6a6a8d128cc12405e80e158d834d6613fd18bea97d1c49908a1e3ebc,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,185,dsh-960_field_readiness_mutation_idempotency.sql,HISTORICAL_IMMUTABLE,true,c56dd5e6ad992e1bdd0a4572ef5ba59fac1555eb54f3a11e3996c0523a425864,c56dd5e6ad992e1bdd0a4572ef5ba59fac1555eb54f3a11e3996c0523a425864,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,186,dsh-961_field_readiness_operation_receipts.sql,HISTORICAL_IMMUTABLE,true,d9f1ee129343514e89af4a7ae7467179c827b0b8adc34787979763f9c19bf983,d9f1ee129343514e89af4a7ae7467179c827b0b8adc34787979763f9c19bf983,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,187,dsh-962_platform_context_error_contract.sql,HISTORICAL_IMMUTABLE,true,83e1ac1bf0e81b6cdceedd383b5c1b106913756082af55dba9da4b83d58b3f7c,83e1ac1bf0e81b6cdceedd383b5c1b106913756082af55dba9da4b83d58b3f7c,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,188,dsh-963_drop_partner_raw_bank_columns.sql,HISTORICAL_IMMUTABLE,true,b6a70d25c9dd7611562f4153f37df679b4f742993c9e5bc07174178f0fde8449,b6a70d25c9dd7611562f4153f37df679b4f742993c9e5bc07174178f0fde8449,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,189,dsh-964_drop_dead_client_loyalty_tables.sql,HISTORICAL_IMMUTABLE,true,04cb323c8b3f28e35e5d6f3f17e13b307b84cddad7840b82479663cf1c87696b,04cb323c8b3f28e35e5d6f3f17e13b307b84cddad7840b82479663cf1c87696b,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,190,dsh-965_drop_dead_client_subscriptions_table.sql,HISTORICAL_IMMUTABLE,true,5c4f67d35218850884673d7d05602af44162173e411eadcf1ace8d5bebcf5a42,5c4f67d35218850884673d7d05602af44162173e411eadcf1ace8d5bebcf5a42,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,191,dsh-966_drop_dead_partner_brand.sql,HISTORICAL_IMMUTABLE,true,5f5ec6576242b881ce061af64d810571caacdf4595afd8b69222cb510de0e1c2,46b09fcb4f60f61c5121430b15e2c051713c43b48a8772cc59d74df24057f0b6,CHECKSUM_MISMATCH,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,192,dsh-967_drop_dead_governance_tables.sql,HISTORICAL_IMMUTABLE,true,6a12c2f78d7d900215394d821b2199bf90fbafc516369417f6fa2a61bf28c4a1,6a12c2f78d7d900215394d821b2199bf90fbafc516369417f6fa2a61bf28c4a1,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,193,dsh-968_cod_operator_context_isolation.sql,HISTORICAL_IMMUTABLE,true,bba1f4b6325d124238d6011d8cd0dbac33708804b8b405f45c5ba6879f686093,bba1f4b6325d124238d6011d8cd0dbac33708804b8b405f45c5ba6879f686093,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,194,dsh-969_partner_team_manager_role.sql,HISTORICAL_IMMUTABLE,true,60892daab11086968129689bb794849fe491d4eb1602009b35943edcf1643c17,60892daab11086968129689bb794849fe491d4eb1602009b35943edcf1643c17,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,195,dsh-970_service_area_effectivity_history.sql,HISTORICAL_IMMUTABLE,true,76b14767a2ad17eb9974592dfaf50ec70cca10074116a062687b075dbe8d4ae6,76b14767a2ad17eb9974592dfaf50ec70cca10074116a062687b075dbe8d4ae6,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
services/dsh/database/migrations/manifest.json,dsh,196,dsh-971_partner_brand_schema_recovery.sql,ACTIVE,true,8a2932e788d47cce4e7f11c146ec46330cb80ae26e13b2c6e67f6b3dfe4551b1,8a2932e788d47cce4e7f11c146ec46330cb80ae26e13b2c6e67f6b3dfe4551b1,PASS,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
