service,method,path,baseline_sha
DSH,GET,/dsh/operator/admin/roles,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/admin/roles/requests,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/admin/rollback-requests,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/admin/rollback-requests/{requestId}/review,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/admin/staff,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/admin/staff/{staffId}/roles,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/admin/support-sessions,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/admin/support-sessions,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/admin/support-sessions/{requestId}/review,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/admin/support-sessions/{requestId}/revoke,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/admin/support/snapshot,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/captains,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/delivery,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/drill-down/orders,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/export.csv,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/field,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/financial-snapshot,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/operations,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/orders,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/platform,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/preparation-sla,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/stores,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/analytics/support,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/carts,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/asset-links,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/assets,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/assets/upload-intents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,DELETE,/dsh/operator/catalog/assets/{assetId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/catalog/assets/{assetId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/assets/{assetId}/complete,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/assets/{assetId}/link,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,DELETE,/dsh/operator/catalog/assets/{assetId}/links/{linkId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/assets/{assetId}/review,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/attributes,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/attributes,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/attributes/{attributeId}/options,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/attributes/{attributeId}/options,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/audit,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/audit/{auditId}/rollback,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/domains,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/domains,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/catalog/domains/{domainId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/domains/{domainId}/images/{role},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/master-products,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/master-products,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/master-products/{productId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/catalog/master-products/{productId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/master-products/{productId}/attribute-values,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/master-products/{productId}/attribute-values/{attributeId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/master-products/{productId}/images/{role},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/master-products/{productId}/relationships,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/master-products/{productId}/relationships,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,DELETE,/dsh/operator/catalog/master-products/{productId}/relationships/{relationshipId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/nodes,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/nodes,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/catalog/nodes/{nodeId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/nodes/{nodeId}/attributes/{attributeId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/nodes/{nodeId}/images/{role},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/platform-policies,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/catalog/platform-policies/{policyId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/platform-policies/{policyId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/product-proposals,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/product-proposals/{proposalId}/decision,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/product-proposals/{proposalId}/images/{role},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/catalog/product-proposals/{proposalId}/transition,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/catalog/seed-status,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/catalog/stores/{storeId}/images/{role},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/checkout-intents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/checkout-intents/{intentId}/reconcile,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/delivery-exceptions,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/delivery-exceptions/{exceptionId}/acknowledge,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/delivery-exceptions/{exceptionId}/resolve,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/delivery-proofs,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/delivery-proofs/{proofId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/delivery-proofs/{proofId}/accept,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/delivery-proofs/{proofId}/reject,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/diagnostics/stores/{storeId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/dispatch/assignments,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/dispatch/assignments,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/dispatch/assignments/expire,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/dispatch/assignments/{assignmentId}/cancel,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/dispatch/assignments/{assignmentId}/reassign,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/dispatch/candidates,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/dispatch/capacity-forecast,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/dispatch/capacity-policies/{serviceAreaCode},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/dispatch/captains/{captainId}/financial-eligibility,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/dispatch/captains/{captainId}/financial-eligibility/refresh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/dispatch/captains/{captainId}/profile,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/dispatch/captains/{captainId}/readiness,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/dispatch/decisions,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/dispatch/heatmap,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/dispatch/tracking-alerts,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/field-readiness/escalations,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/field-readiness/escalations/{escalationId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/home-discovery/{kind},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/home-discovery/{kind},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,DELETE,/dsh/operator/home-discovery/{kind}/{itemId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/home-discovery/{kind}/{itemId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/home-discovery/{kind}/{itemId}/targeting,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/home-discovery/{kind}/{itemId}/targeting,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/incidents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/incidents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/incidents/{incidentId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/marketing/campaigns,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/marketing/campaigns,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,DELETE,/dsh/operator/marketing/campaigns/{campaignId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/marketing/campaigns/{campaignId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/marketing/campaigns/{campaignId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/marketing/coupons,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/marketing/coupons,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/marketing/coupons/{couponId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/marketing/loyalty-earning-policies,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/marketing/loyalty-earning-policies,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/marketing/loyalty-earning-policies/{policyId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/marketing/loyalty-tiers,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/marketing/loyalty-tiers,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/marketing/loyalty-tiers/{tierId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/marketing/partner-offers,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,DELETE,/dsh/operator/marketing/partner-offers/{offerId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/marketing/partner-offers/{offerId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/marketing/subscription-plans,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/marketing/subscription-plans,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/marketing/subscription-plans/{planId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/marketing/tickers,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/marketing/tickers,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,DELETE,/dsh/operator/marketing/tickers/{tickerId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/marketing/tickers/{tickerId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/notifications/config,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/notifications/config,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/notifications/delivery-attempts,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/operational-incidents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/operational-incidents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/operational-incidents/{incidentId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/order-preparation/alerts,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/order-preparation/alerts/refresh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/order-preparation/alerts/{alertId}/acknowledge,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/order-truth,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/order-truth/diagnostics,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/order-truth/{orderId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/order-workboard,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/orders,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/orders/{orderId}/cancel,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/orders/{orderId}/cancellation,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/orders/{orderId}/cancellation,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partner-deliveries,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partner-deliveries/order/{orderId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partner-deliveries/{taskId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partner-delivery/sla-alerts,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/partner-delivery/sla-alerts/refresh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/partner-delivery/sla-alerts/{alertId}/acknowledge,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partners,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/partners,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partners/{partnerId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partners/{partnerId}/audit,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partners/{partnerId}/documents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/partners/{partnerId}/documents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/partners/{partnerId}/documents/{docId}/review,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partners/{partnerId}/field-visits,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partners/{partnerId}/readiness,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/partners/{partnerId}/stores,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/partners/{partnerId}/stores,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/partners/{partnerId}/transition,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/pickups,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/pickups/sla-alerts,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/pickups/sla-alerts/refresh,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/pickups/sla-alerts/{alertId}/acknowledge,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/pickups/{orderId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/pickups/{orderId}/extend-window,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/pickups/{orderId}/reschedule,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/capacity,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/platform/capacity,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/dispatch-balance-policy,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/platform/dispatch-balance-policy,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/map-provider-health,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/operational-policy/audit,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/platform/operational-policy/audit/{eventId}/rollback,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/operational-profiles/{zoneId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/platform/operational-profiles/{zoneId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/operational-profiles/{zoneId}/delivery-modes,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/platform/operational-profiles/{zoneId}/delivery-modes/{fulfillmentMode},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/service-areas,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/service-areas/{serviceAreaCode},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/platform/service-areas/{serviceAreaCode},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/serviceability/{zoneId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/sla-rules,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/platform/sla-rules,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/store-onboarding-fee,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/platform/store-onboarding-fee,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/platform/zones,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/platform/zones,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/platform/zones/{zoneId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/privacy/client-addresses/anonymize,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/privacy/client-addresses/events,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/privacy/client-addresses/policy,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/privacy/client-addresses/policy,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/privacy/client-addresses/status,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/reels,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/reels/{reelId}/media/{kind},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/reels/{reelId}/review,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/special-requests,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/special-requests/{requestId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/special-requests/{requestId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/special-requests/{requestId}/dispatch,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/special-requests/{requestId}/execution,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/special-requests/{requestId}/information-exchange,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/special-requests/{requestId}/information-request,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/stores,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/stores/{storeId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/stores/{storeId}/assortment,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/stores/{storeId}/assortment-pauses,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/stores/{storeId}/assortment/{masterProductId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/stores/{storeId}/assortment/{masterProductId}/pause,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/stores/{storeId}/assortment/{masterProductId}/resume,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/stores/{storeId}/audit,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/stores/{storeId}/delivery-pricing,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PUT,/dsh/operator/stores/{storeId}/delivery-pricing/{fulfillmentMode},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/stores/{storeId}/governance,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/stores/{storeId}/partner-fleet,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/support/incidents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/support/incidents,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/support/incidents/{incidentId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/support/incidents/{incidentId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/support/incidents/{incidentId}/events,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/support/order-rescue-cases,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,POST,/dsh/operator/support/order-rescue-cases,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/support/order-rescue-cases/{caseId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,PATCH,/dsh/operator/support/order-rescue-cases/{caseId},f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
DSH,GET,/dsh/operator/support/order-rescue-cases/{caseId}/events,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
