source,line,specifier,edge_kind,owner
core/identity/backend/internal/http/runtime_probe_test.go,6,errors,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_probe_test.go,7,net/http,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_probe_test.go,8,net/http/httptest,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_probe_test.go,9,os,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_probe_test.go,10,strings,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_probe_test.go,11,sync,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_probe_test.go,12,testing,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_probe_test.go,13,time,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,6,errors,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,7,fmt,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,8,log/slog,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,9,net/http,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,10,os,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,11,strings,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,12,sync,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,13,sync/atomic,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary.go,14,time,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary_test.go,4,net/http,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary_test.go,5,net/http/httptest,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary_test.go,6,strings,GO_IMPORT,identity
core/identity/backend/internal/http/runtime_readiness_boundary_test.go,7,testing,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,4,crypto/subtle,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,6,encoding/json,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,7,errors,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,8,net,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,9,net/http,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,10,os,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,11,strconv,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,12,strings,GO_IMPORT,identity
core/identity/backend/internal/http/server.go,14,identity-api/internal/identity,GO_IMPORT,identity
core/identity/backend/internal/http/server_test.go,4,net/http,GO_IMPORT,identity
core/identity/backend/internal/http/server_test.go,5,net/http/httptest,GO_IMPORT,identity
core/identity/backend/internal/http/server_test.go,6,os,GO_IMPORT,identity
core/identity/backend/internal/http/server_test.go,7,strings,GO_IMPORT,identity
core/identity/backend/internal/http/server_test.go,8,testing,GO_IMPORT,identity
core/identity/backend/internal/http/server_test.go,10,identity-api/internal/identity,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_functional_db_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_functional_db_test.go,5,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_functional_db_test.go,6,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_race_db_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_race_db_test.go,5,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_race_db_test.go,6,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_race_db_test.go,7,sync,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_race_db_test.go,8,sync/atomic,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_race_db_test.go,9,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_session_causality_test.go,4,os,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_session_causality_test.go,5,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/activation_session_causality_test.go,6,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,6,encoding/json,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,7,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,8,fmt,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,9,regexp,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,10,strconv,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,11,strings,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin.go,13,github.com/lib/pq,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin_db_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin_db_test.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin_db_test.go,6,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin_db_test.go,7,sync,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_admin_db_test.go,8,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_lifecycle_db_test.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_lifecycle_db_test.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_lifecycle_db_test.go,6,errors,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_lifecycle_db_test.go,7,fmt,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_lifecycle_db_test.go,8,sync,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_lifecycle_db_test.go,9,testing,GO_IMPORT,identity
core/identity/backend/internal/identity/actor_lifecycle_db_test.go,10,time,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access.go,4,context,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access.go,5,database/sql,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access.go,6,encoding/json,GO_IMPORT,identity
core/identity/backend/internal/identity/employee_access.go,7,errors,GO_IMPORT,identity
