package_path,package_name,script,command,owner
package.json,bthwani-suite-next,guard:governance-schema,node tools/guards/governance-schema-gate.mjs,repository
package.json,bthwani-suite-next,guard:same-commit-evidence,node tools/guards/same-commit-evidence-gate.mjs,repository
package.json,bthwani-suite-next,guard:workflow-temp-files,node tools/guards/workflow-temp-files-gate.mjs,repository
package.json,bthwani-suite-next,guard:canonical-paths,node tools/guards/canonical-paths-gate.mjs,repository
package.json,bthwani-suite-next,guard:orphan-files,node tools/guards/orphan-files-gate.mjs,repository
package.json,bthwani-suite-next,guard:document-authority-conflicts,node tools/guards/document-authority-conflicts-gate.mjs,repository
package.json,bthwani-suite-next,guard:flaky-tests,node tools/guards/flaky-tests-gate.mjs,repository
package.json,bthwani-suite-next,guard:agent-governance,node tools/guards/agent-governance-gate.mjs,repository
package.json,bthwani-suite-next,guard:authority-separation,node tools/guards/authority-separation-gate.mjs,repository
package.json,bthwani-suite-next,guard:guard-registry,node tools/guards/guard-registry-gate.mjs,repository
package.json,bthwani-suite-next,guard:nomenclature,node tools/guards/nomenclature-guard.mjs,repository
package.json,bthwani-suite-next,guard:sdlc,node tools/guards/sdlc/invoke-sdlc-gate.mjs,repository
package.json,bthwani-suite-next,guard:markdown-governance,"pnpm exec markdownlint-cli2 ""governance/**/*.md"" ""AGENTS.md"" "".github/**/*.md""",repository
package.json,bthwani-suite-next,guard:secrets,"gitleaks detect --log-opts=""HEAD"" --source . --no-banner --redact --verbose",repository
package.json,bthwani-suite-next,guard:governance-all,pnpm run guard:governance-schema && pnpm run guard:agent-governance && pnpm run guard:authority-separation && pnpm run guard:guard-registry && pnpm run guard:sdlc && pnpm run guard:cleanup-policy && pnpm run guard:required-command-integrity && pnpm run guard:markdown-governance,repository
package.json,bthwani-suite-next,diagnostics:tools:v5,node tools/scripts/generate-deep-tools-diagnostics-v5.mjs && node tools/scripts/generate-toolchain-execution-plan.mjs,repository
package.json,bthwani-suite-next,diagnostics:operational:toolchain,node tools/scripts/generate-operational-toolchain-inventory.mjs,repository
package.json,bthwani-suite-next,diagnostics:operational:surfaces,node tools/scripts/generate-operational-surface-inventory.mjs,repository
package.json,bthwani-suite-next,diagnostics:operational:inventory,node tools/scripts/generate-operational-journey-inventory.mjs,repository
package.json,bthwani-suite-next,diagnostics:operational:gaps,node tools/scripts/generate-operational-gap-ledger.mjs,repository
package.json,bthwani-suite-next,diagnostics:operational:reconcile,node tools/scripts/reconcile-operational-diagnostics.mjs,repository
package.json,bthwani-suite-next,guard:tool-catalog-coverage,node tools/guards/tool-catalog-coverage-gate.mjs,repository
package.json,bthwani-suite-next,guard:toolchain-activation,node tools/guards/toolchain-activation-gate.mjs,repository
package.json,bthwani-suite-next,guard:oss-toolchain-policy,node tools/guards/oss-toolchain-policy-gate.mjs,repository
package.json,bthwani-suite-next,security:trivy,node tools/scripts/run-trivy.mjs,repository
package.json,bthwani-suite-next,diagnostics:trivy,node tools/scripts/run-trivy.mjs --diagnostic-only,repository
package.json,bthwani-suite-next,security:osv,node tools/scripts/run-osv-scanner.mjs,repository
package.json,bthwani-suite-next,diagnostics:osv,node tools/scripts/run-osv-scanner.mjs --diagnostic-only,repository
package.json,bthwani-suite-next,guard:workflow-lint,node tools/scripts/run-actionlint.mjs,repository
package.json,bthwani-suite-next,guard:workflow-security,node tools/scripts/run-zizmor.mjs,repository
package.json,bthwani-suite-next,guard:actions-pin,node tools/scripts/run-pinact.mjs --verify,repository
package.json,bthwani-suite-next,diagnostics:actions-pin,node tools/scripts/run-pinact.mjs --list,repository
package.json,bthwani-suite-next,guard:rego-lint,node tools/scripts/run-regal.mjs,repository
package.json,bthwani-suite-next,guard:opa-policies,node tools/scripts/run-conftest.mjs,repository
package.json,bthwani-suite-next,guard:shellcheck,node tools/scripts/run-shellcheck.mjs,repository
package.json,bthwani-suite-next,guard:dockerfile-lint,node tools/scripts/run-hadolint.mjs,repository
package.json,bthwani-suite-next,guard:yaml-lint,node tools/scripts/run-yamllint.mjs,repository
package.json,bthwani-suite-next,diagnostics:iac-security,"node -e ""try { require('child_process').execSync('checkov -d . --quiet --framework dockerfile,secrets,github_actions', { stdio: 'inherit' }); } catch (e) { console.log('Checkov not installed or failed.'); }""",repository
package.json,bthwani-suite-next,diagnostics:git-sizer,"node -e ""try { require('child_process').execSync('git-sizer --verbose', { stdio: 'inherit' }); } catch (e) { console.log('git-sizer not installed.'); }""",repository
package.json,bthwani-suite-next,diagnostics:sbom,"node -e ""try { require('child_process').execSync('syft . -o cyclonedx-json=.diagnostics/sbom/sbom.cdx.json', { stdio: 'inherit' }); } catch (e) { console.log('syft not installed.'); }""",repository
package.json,bthwani-suite-next,diagnostics:sbom:cyclonedx,"node -e ""try { require('child_process').execSync('npx @cyclonedx/cyclonedx-npm --output-file .diagnostics/sbom/npm.cdx.json', { stdio: 'inherit' }); } catch (e) { console.log('cyclonedx-npm failed or not installed.'); }""",repository
package.json,bthwani-suite-next,web:runtime-contract:test,node --test apps/control-panel/runtime/tests/*.test.mjs,repository
package.json,bthwani-suite-next,guard:ls-lint,pnpm exec ls-lint,repository
package.json,bthwani-suite-next,ui-kit:catalog:build,node tools/scripts/build-ui-kit-catalog.mjs,repository
package.json,bthwani-suite-next,visual:ui-kit:contract,node tools/guards/ui-kit-visual-contract-gate.mjs,repository
package.json,bthwani-suite-next,performance:api:quick,pnpm exec autocannon -c 10 -d 10 http://localhost:58080/dsh/health,repository
package.json,bthwani-suite-next,performance:bundle:size,pnpm exec size-limit,repository
package.json,bthwani-suite-next,diagnostics:next-bundle,ANALYZE=true pnpm --dir apps/control-panel/runtime build,repository
package.json,bthwani-suite-next,guard:tools-v5-all,pnpm run guard:tools-v5-registry,repository
package.json,bthwani-suite-next,diagnostics:ui-kit-catalog,node tools/scripts/build-ui-kit-catalog.mjs,repository
package.json,bthwani-suite-next,diagnostics:state-machines,node tools/scripts/check-state-machines.mjs,repository
package.json,bthwani-suite-next,diagnostics:journey-scenarios,node tools/scripts/check-journey-scenarios.mjs,repository
package.json,bthwani-suite-next,diagnostics:expo-atlas:client,node tools/scripts/check-expo-atlas-readiness.mjs,repository
package.json,bthwani-suite-next,diagnostics:style-dictionary,node tools/scripts/check-style-dictionary-readiness.mjs,repository
package.json,bthwani-suite-next,guard:tools-v5-registry,pnpm run guard:tool-catalog-coverage && pnpm run guard:toolchain-activation && pnpm run guard:oss-toolchain-policy,repository
package.json,bthwani-suite-next,guard:tools-v5-ci,pnpm run guard:tools-v5-registry && pnpm run guard:workflow-lint && pnpm run guard:workflow-security && pnpm run guard:opa-policies,repository
package.json,bthwani-suite-next,diagnostics:knip,knip --reporter json,repository
package.json,bthwani-suite-next,diagnostics:jscpd,jscpd --reporters json --output .diagnostics/operational-journey-factory/tool-evidence/jscpd .,repository
package.json,bthwani-suite-next,diagnostics:madge,"madge services/dsh/frontend services/wlt/frontend apps/control-panel/runtime/src --extensions ts,tsx --circular",repository
package.json,bthwani-suite-next,mobile:apps:sync,node tools/scripts/sync-mobile-apps.mjs --apply,repository
package.json,bthwani-suite-next,mobile:apps:check,node tools/scripts/sync-mobile-apps.mjs --check,repository
package.json,bthwani-suite-next,mobile:expo:verify,node tools/scripts/guard-mobile-apps.mjs,repository
package.json,bthwani-suite-next,client:mirror,pwsh -NoProfile -ExecutionPolicy Bypass -File apps/app-client/runtime/start.ps1 -MirrorDevice,repository
package.json,bthwani-suite-next,partner:mirror,pwsh -NoProfile -ExecutionPolicy Bypass -File apps/app-partner/runtime/start.ps1 -MirrorDevice,repository
package.json,bthwani-suite-next,captain:mirror,pwsh -NoProfile -ExecutionPolicy Bypass -File apps/app-captain/runtime/start.ps1 -MirrorDevice,repository
package.json,bthwani-suite-next,field:mirror,pwsh -NoProfile -ExecutionPolicy Bypass -File apps/app-field/runtime/start.ps1 -MirrorDevice,repository
package.json,bthwani-suite-next,runtime:full,"pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action up -Profiles identity,workforce,dsh,wlt,financial-simulators,mail,media",repository
package.json,bthwani-suite-next,runtime:all,"pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action up -Profiles dsh,media",repository
package.json,bthwani-suite-next,runtime:identity,pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action up -Profiles identity,repository
package.json,bthwani-suite-next,runtime:wlt,pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action up -Profiles wlt,repository
package.json,bthwani-suite-next,runtime:dev-core,pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action up -Profiles dsh,repository
package.json,bthwani-suite-next,runtime:dev-financial,"pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action up -Profiles wlt,financial-simulators,mail",repository
package.json,bthwani-suite-next,runtime:full:rebuild-reset,"pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action all -Profiles identity,workforce,dsh,wlt,financial-simulators,mail,media",repository
package.json,bthwani-suite-next,runtime:all:rebuild-reset,"pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action all -Profiles dsh,media",repository
package.json,bthwani-suite-next,runtime:identity:rebuild-reset,pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action all -Profiles identity,repository
package.json,bthwani-suite-next,runtime:wlt:rebuild-reset,pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action all -Profiles wlt,repository
package.json,bthwani-suite-next,runtime:dev-core:rebuild-reset,pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action all -Profiles dsh,repository
package.json,bthwani-suite-next,runtime:dev-financial:rebuild-reset,"pwsh -NoProfile -ExecutionPolicy Bypass -File infra/docker/scripts/runtime.ps1 -Action all -Profiles wlt,financial-simulators,mail",repository
package.json,bthwani-suite-next,guard:runtime-real-bindings,node tools/guards/runtime-real-bindings-gate.mjs,repository
package.json,bthwani-suite-next,openapi:lint:dsh,node tools/guards/dsh-openapi-modular-gate.mjs,repository
package.json,bthwani-suite-next,guard:dsh-route-declaration,node tools/guards/dsh-route-declaration-gate.mjs,repository
package.json,bthwani-suite-next,guard:go-handler-generation,node tools/guards/go-handler-generation-gate.mjs,repository
package.json,bthwani-suite-next,guard:dispatch-contract-registry,node tools/guards/dispatch-contract-registry-gate.mjs,repository
package.json,bthwani-suite-next,guard:local-dev-actors,node tools/guards/local-dev-actors-gate.mjs,repository
package.json,bthwani-suite-next,openapi:verify:dsh,pnpm --dir services/dsh openapi:verify,repository
package.json,bthwani-suite-next,guard:a11y-runtime,node tools/guards/a11y-runtime-gate.mjs,repository
package.json,bthwani-suite-next,mobile:eas,pwsh -NoProfile -ExecutionPolicy Bypass -File tools/scripts/mobile-eas.ps1,repository
package.json,bthwani-suite-next,diagnose,pnpm run guard:governance-all,repository
package.json,bthwani-suite-next,verify,pnpm run affected:typecheck && pnpm run affected:lint && pnpm run affected:test,repository
package.json,bthwani-suite-next,verify:full,pnpm run typecheck && pnpm run lint && pnpm run test && pnpm run guard:governance-all,repository
package.json,bthwani-suite-next,runtime:verify,pnpm run runtime:full:smoke,repository
package.json,bthwani-suite-next,cleanup:check,pnpm run guard:cleanup-policy && pnpm run guard:orphan-files,repository
package.json,bthwani-suite-next,openapi:verify:wlt,pnpm --dir services/wlt openapi:verify,repository
package.json,bthwani-suite-next,guard:wlt-openapi-bundle,node tools/guards/wlt-openapi-bundle-gate.mjs,repository
services/dsh/package.json,@bthwani/dsh,openapi:compose,node ../../tools/scripts/compose-openapi-context.mjs dsh,dsh
services/dsh/package.json,@bthwani/dsh,openapi:generate,"node -e ""require('node:fs').mkdirSync('clients/generated',{recursive:true})"" && pnpm run openapi:compose && pnpm exec openapi-typescript contracts/generated/dsh.bundle.openapi.yaml -o clients/generated/dsh-api.ts",dsh
services/dsh/package.json,@bthwani/dsh,openapi:test,node --test tests/dsh-openapi-modular.test.mjs,dsh
services/dsh/package.json,@bthwani/dsh,openapi:verify,node ../../tools/guards/dsh-openapi-modular-gate.mjs,dsh
services/dsh/package.json,@bthwani/dsh,database:migrate,pwsh -NoProfile -ExecutionPolicy Bypass -File database/scripts/invoke-dsh-database.ps1 -Action migrate -Transport auto,dsh
services/dsh/package.json,@bthwani/dsh,database:seed:local,pwsh -NoProfile -ExecutionPolicy Bypass -File database/scripts/invoke-dsh-database.ps1 -Action seed -Transport auto -AllowLocalSeeds,dsh
services/dsh/package.json,@bthwani/dsh,database:test,pwsh -NoProfile -ExecutionPolicy Bypass -File database/scripts/invoke-dsh-database.ps1 -Action test -Transport auto -TestSuite schema,dsh
services/dsh/package.json,@bthwani/dsh,database:test:seed,pwsh -NoProfile -ExecutionPolicy Bypass -File database/scripts/invoke-dsh-database.ps1 -Action test -Transport auto -TestSuite seed,dsh
services/dsh/package.json,@bthwani/dsh,database:contract,node ../../tools/scripts/check-dsh-database-contract.mjs,dsh
services/dsh/package.json,@bthwani/dsh,pretypecheck,pnpm run openapi:generate,dsh
services/dsh/package.json,@bthwani/dsh,typecheck,tsc -p tsconfig.json --noEmit,dsh
services/dsh/package.json,@bthwani/dsh,prebuild,pnpm run openapi:generate,dsh
services/dsh/package.json,@bthwani/dsh,build,tsc -p tsconfig.json,dsh
services/dsh/package.json,@bthwani/dsh,test,pnpm run build && pnpm --dir ../.. exec node --test services/dsh/tests/*.test.mjs,dsh
services/dsh/package.json,@bthwani/dsh,lint,pnpm --dir ../.. run guard:fullstack-boundary,dsh
services/wlt/package.json,@bthwani/wlt,openapi:compose,node ../../tools/scripts/compose-openapi-context.mjs wlt,wlt
services/wlt/package.json,@bthwani/wlt,openapi:generate,"node -e ""require('node:fs').mkdirSync('clients/generated',{recursive:true})"" && pnpm run openapi:compose && pnpm exec openapi-typescript contracts/generated/wlt.bundle.openapi.yaml -o clients/generated/wlt-api.ts",wlt
services/wlt/package.json,@bthwani/wlt,openapi:verify,node ../../tools/guards/wlt-openapi-bundle-gate.mjs,wlt
services/wlt/package.json,@bthwani/wlt,pretypecheck,pnpm run openapi:generate,wlt
services/wlt/package.json,@bthwani/wlt,typecheck,tsc --noEmit -p tsconfig.json,wlt
services/wlt/package.json,@bthwani/wlt,build,pnpm run typecheck && node ../../tools/scripts/verify-go-build.mjs backend,wlt
services/wlt/package.json,@bthwani/wlt,test,node --test tests/*.test.mjs ../../tools/scripts/wlt-openapi-bundle-lib.test.mjs && cd backend && go test ./...,wlt
services/wlt/package.json,@bthwani/wlt,lint,pnpm --dir ../.. run guard:fullstack-boundary && pnpm --dir ../.. run guard:wlt-financial-boundary && pnpm --dir ../.. run guard:wlt-openapi-bundle,wlt
shared/control-panel/package.json,@bthwani/control-panel,typecheck,tsc --noEmit -p tsconfig.json,repository
shared/control-panel/package.json,@bthwani/control-panel,typecheck:ts7,tsc --noEmit -p tsconfig.json,repository
shared/control-panel/package.json,@bthwani/control-panel,typecheck:ts6:compat,tsc6 --noEmit -p tsconfig.json,repository
shared/control-panel/package.json,@bthwani/control-panel,typecheck:all,pnpm run typecheck:ts7 && pnpm run typecheck:ts6:compat,repository
shared/control-panel/package.json,@bthwani/control-panel,build,tsc --noEmit -p tsconfig.json,repository
shared/control-panel/package.json,@bthwani/control-panel,lint,pnpm --dir ../.. run guard:ui-kit-boundary,repository
shared/data-runtime/package.json,@bthwani/data-runtime,typecheck,tsc --noEmit -p tsconfig.json,repository
shared/data-runtime/package.json,@bthwani/data-runtime,typecheck:ts7,tsc --noEmit -p tsconfig.json,repository
shared/data-runtime/package.json,@bthwani/data-runtime,typecheck:ts6:compat,tsc6 --noEmit -p tsconfig.json,repository
shared/data-runtime/package.json,@bthwani/data-runtime,typecheck:all,pnpm run typecheck:ts7 && pnpm run typecheck:ts6:compat,repository
shared/data-runtime/package.json,@bthwani/data-runtime,build,tsc --noEmit -p tsconfig.json,repository
shared/data-runtime/package.json,@bthwani/data-runtime,test,node --test tests/*.test.mjs,repository
shared/ui-kit/package.json,@bthwani/ui-kit,typecheck,tsc --noEmit -p tsconfig.json,repository
shared/ui-kit/package.json,@bthwani/ui-kit,typecheck:ts7,tsc --noEmit -p tsconfig.json,repository
shared/ui-kit/package.json,@bthwani/ui-kit,typecheck:ts6:compat,tsc6 --noEmit -p tsconfig.json,repository
shared/ui-kit/package.json,@bthwani/ui-kit,typecheck:all,pnpm run typecheck:ts7 && pnpm run typecheck:ts6:compat,repository
shared/ui-kit/package.json,@bthwani/ui-kit,typecheck:contracts,tsc --noEmit -p tsconfig.contracts.json,repository
shared/ui-kit/package.json,@bthwani/ui-kit,lint,pnpm --dir ../.. run guard:ui-kit-boundary,repository
